Sold to Party Number,Sold to Country/State,Bill to Party Acct,Bill to party Country/State,Ship to Party Number,Ship to Country/State,End Customer Number,Mock MPN,Mock Plant,Mock Manufacturer,Plant Materal - Supplier Lead Time (Key),ATP Date,Cust Required date,Order Qty,Remaining qty,Ext Resale,Unit Price
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45166,45166,906,906,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45201,45201,677,677,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45229,45229,609,609,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,44936,44935,445,445,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,44942,44942,858,858,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45103,45103,166,166,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,44949,44949,996,996,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45250,45250,720,720,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45264,45264,678,678,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45278,45278,638,638,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45173,45173,814,814,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45285,45285,402,402,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45068,45068,4983,4983,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45271,45271,678,678,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45096,45096,249,249,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45194,45194,816,816,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45222,45222,660,660,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45138,45138,2036,2036,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45236,45236,592,592,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45243,45243,591,591,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45215,45215,621,621,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45026,45026,207,207,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45152,45152,1938,1938,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45075,45075,226,226,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45110,45110,443,443,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,44977,44977,1247,1247,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,44991,44991,461,461,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,44998,44998,100,100,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45089,45089,216,216,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45117,45117,369,369,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45124,45124,1369,1369,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45131,45131,1886,1886,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45145,45145,1984,1984,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45159,45159,1936,1936,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45180,45180,813,813,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45187,45187,818,818,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45208,45208,623,623,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45061,45061,100,100,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45082,45082,215,215,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45005,45005,154,154,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45012,45012,169,169,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45033,45033,248,248,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45040,45040,204,204,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 13461,Jalisco,Customer,MPN858,Plant 12,MFR1,112,45054,45054,100,100,0,0
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 39334,Internationl Country,Customer 988,MPN863,Plant 1,MFR74,82,45036,45036,147,147,860.39,5.852993197
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 39334,Internationl Country,Customer 988,MPN863,Plant 1,MFR74,82,45064,45064,146,146,854.54,5.853013699
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 39334,Internationl Country,Customer 12215,MPN864,Plant 1,MFR6,84,44936,44673,1558,1558,467.4,0.3
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 39334,Internationl Country,Customer 17372,MPN865,Plant 1,MFR3,81,44986,44986,10000,5000,700,0.14
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 39334,Internationl Country,Customer 17372,MPN865,Plant 1,MFR3,81,44988,44986,10000,5000,700,0.14
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 39425,Internationl Country,Customer 345,MPN866,Plant 1,MFR3,81,44936,44744,6000,217,24.2,0.111520737
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 39425,Internationl Country,Customer 345,MPN866,Plant 1,MFR3,81,45033,44744,6000,5783,644.8,0.111499222
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 39425,Internationl Country,Customer 949,MPN867,Plant 1,MFR49,161,45009,44890,3000,3000,2160,0.72
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 39425,Internationl Country,Customer 949,MPN868,Plant 1,MFR46,196,45044,45044,70000,50000,269.5,0.00539
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 39425,Internationl Country,Customer 949,MPN868,Plant 1,MFR46,196,45051,45044,70000,20000,107.8,0.00539
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 39425,Internationl Country,Customer 949,MPN867,Plant 1,MFR49,161,45044,45044,3000,3000,2160,0.72
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 39425,Internationl Country,Customer 4640,MPN869,Plant 1,MFR32,112,44953,44953,2000,2000,4900,2.45
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 39425,Internationl Country,Customer 4640,MPN869,Plant 1,MFR32,112,44981,44981,2000,2000,4900,2.45
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 39425,Internationl Country,Customer 4640,MPN869,Plant 1,MFR32,112,45030,45030,2000,2000,4900,2.45
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 39425,Internationl Country,Customer 36403,MPN870,Plant 1,MFR3,76,44936,44739,960,960,136.51,0.142197917
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 39425,Internationl Country,Customer 36403,MPN870,Plant 1,MFR3,76,44936,44802,960,960,136.51,0.142197917
Customer 13461,Jalisco,Customer 3754,NL/IC,Customer 39425,Internationl Country,Customer 36403,MPN870,Plant 1,MFR3,76,44936,44858,960,960,136.51,0.142197917
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN871,Plant 1,MFR7,777,,45292,252,129,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN871,Plant 1,MFR7,777,45292,45292,252,123,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN871,Plant 1,MFR7,777,45299,45299,785,785,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN871,Plant 1,MFR7,777,45327,45327,517,517,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN872,Plant 1,MFR20,98,45313,45313,15000,15000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN872,Plant 1,MFR20,98,45341,45341,15000,15000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN873,Plant 1,MFR37,777,45313,45313,50,50,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN874,Plant 1,MFR37,294,45313,45313,3600,3600,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN874,Plant 1,MFR37,294,45341,45341,800,800,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN874,Plant 1,MFR37,294,45369,45369,800,800,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN875,Plant 1,MFR21,112,45313,45313,4000,4000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN876,Plant 1,MFR7,777,45313,45313,14400,14400,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN876,Plant 1,MFR7,777,45341,45341,14400,14400,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN876,Plant 1,MFR7,777,45397,45397,14400,14400,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN876,Plant 1,MFR7,777,45425,45425,14400,14400,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN876,Plant 1,MFR7,777,45453,45453,13200,13200,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN876,Plant 1,MFR7,777,45481,45481,14400,14400,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN876,Plant 1,MFR7,777,45369,45369,14400,14400,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN876,Plant 1,MFR7,777,45509,45509,14400,14400,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN876,Plant 1,MFR7,777,45537,45537,14400,14400,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN877,Plant 1,MFR56,168,45320,45320,585,585,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN877,Plant 1,MFR56,168,45348,45348,439,439,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN878,Plant 1,MFR7,777,45320,45320,2600,2600,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN879,Plant 1,MFR75,777,45320,45320,1500,1500,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN879,Plant 1,MFR75,777,45327,45327,500,500,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN879,Plant 1,MFR75,777,45348,45348,500,500,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN879,Plant 1,MFR75,777,45376,45376,500,500,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN880,Plant 1,MFR3,88,45320,45320,10000,10000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN880,Plant 1,MFR3,88,45369,45369,10000,10000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN880,Plant 1,MFR3,88,45320,45320,10000,10000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN881,Plant 1,MFR11,777,45320,45320,3000,3000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN881,Plant 1,MFR11,777,45348,45348,4000,4000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN881,Plant 1,MFR11,777,45376,45376,1000,1000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45324,45292,16000,16000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45324,45320,12000,12000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45348,45348,16000,16000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45432,45432,16000,16000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45460,45460,16000,16000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45376,45376,16000,16000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45404,45404,16000,16000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45488,45488,12000,12000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45516,45516,12000,12000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45544,45544,4000,4000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN883,Plant 1,MFR70,372,45341,45341,1000,1000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN883,Plant 1,MFR70,372,45397,45397,1000,1000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN883,Plant 1,MFR70,372,45453,45453,1000,1000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN883,Plant 1,MFR70,372,45481,45481,1000,1000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN883,Plant 1,MFR70,372,45369,45369,1000,1000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN883,Plant 1,MFR70,372,45537,45537,1000,1000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN884,Plant 1,MFR15,777,45341,45341,2500,2500,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN885,Plant 1,MFR37,77,45348,45348,20000,20000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN885,Plant 1,MFR37,77,45376,45376,5000,5000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN886,Plant 1,MFR56,154,45348,45348,549,549,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN887,Plant 1,MFR56,154,45348,45348,549,549,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN888,Plant 1,MFR4,364,45348,45348,174,174,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN888,Plant 1,MFR4,364,45397,45397,500,500,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN888,Plant 1,MFR4,364,45425,45425,710,710,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN888,Plant 1,MFR4,364,45432,45432,300,300,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN888,Plant 1,MFR4,364,45439,45439,154,154,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN888,Plant 1,MFR4,364,45453,45453,380,380,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN888,Plant 1,MFR4,364,45481,45481,500,500,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN888,Plant 1,MFR4,364,45369,45369,380,380,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN888,Plant 1,MFR4,364,45376,45376,300,300,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN888,Plant 1,MFR4,364,45404,45404,300,300,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN888,Plant 1,MFR4,364,45488,45488,300,300,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN888,Plant 1,MFR4,364,45509,45509,593,593,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN888,Plant 1,MFR4,364,45516,45516,300,300,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN888,Plant 1,MFR4,364,45537,45537,107,107,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN888,Plant 1,MFR4,364,45544,45544,39,39,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN880,Plant 1,MFR3,88,45355,45355,10000,10000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN889,Plant 4,MFR5,777,45729,45292,8360,8360,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN889,Plant 4,MFR5,777,45729,45320,8968,8968,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN890,Plant 4,MFR5,777,45729,45292,5320,5320,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN890,Plant 4,MFR5,777,45729,45320,5472,5472,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN880,Plant 1,MFR3,88,45376,45376,10000,10000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN880,Plant 1,MFR3,88,45411,45411,10000,10000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN891,Plant 1,MFR55,777,45166,45166,4000,4000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,,44928,44000,32000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,44937,44928,44000,12000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,44963,44963,32000,32000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,44970,44970,32000,32000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,44956,44956,32000,32000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,44993,44984,8000,8000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45019,45019,36000,36000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45082,45047,32000,32000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45324,45257,32000,32000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45174,45166,24000,24000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45201,45201,24000,24000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45324,45229,28000,28000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45133,45103,28000,28000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,44949,44949,32000,32000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45324,45250,32000,32000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45324,45264,24000,24000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45324,45278,4000,4000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45174,45173,24000,24000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45324,45285,28000,28000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45112,45068,16000,16000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45133,45096,32000,32000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45194,45194,24000,24000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45222,45222,28000,28000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45145,45138,28000,28000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45324,45236,32000,32000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45324,45243,28000,28000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45215,45215,28000,28000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45055,45026,32000,32000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45152,45152,28000,28000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45112,45096,4000,4000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45173,45173,4000,4000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45112,45075,12000,12000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45133,45110,32000,32000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,44977,44977,20000,20000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,44998,44991,12000,12000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,44993,44977,4000,4000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,44998,44998,32000,32000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45133,45089,28000,28000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45138,45117,36000,36000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45138,45124,28000,28000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45138,45131,24000,24000,0,0
Customer 13659,Jalisco,Customer 3754,NL/IC,Customer 13659,Jalisco,Customer,MPN882,Plant 1,MFR70,372,45145,45145,28000,28000,0,0
